	EffectiveMass	Error
0	0.0	
1	1.5387197911158372	0.005654985510607212
2	1.161435285512453	0.006077200943207646
3	1.1254626560464491	0.006135240760613087
4	1.1014770066241706	0.006289537162129711
5	1.0978435312763104	0.005865211317866519
6	1.087190452665138	0.006019086538915856
7	1.0817425487106225	0.006369033320767832
8	1.0846998588857428	0.0062155511834648515
9	1.0781376376494984	0.006551279704988064
10	1.0751949457646905	0.0069786211248904825
11	1.0778938609310131	0.00767095470514915
12	1.0599712299648905	0.007570364431512216
13	1.0894728538951588	0.008730597888784991
14	1.0777820774480902	0.009948558615225716
15	1.0647863773301727	0.011221185739720843
16	1.1074517724978135	0.012023840991499139
17	1.071440943824377	0.013712429672390412
18	1.0668973944927602	0.015907682639700584
19	1.056369322139377	0.017512843248331567
20	1.0758481354119283	0.01981667270549175
21	1.0913624189865203	0.022738805041345286
22	1.0707676354705988	0.02783764821593285
23	1.0910111197717778	0.03285899668374157
24	1.1015842974259553	0.03757482719072988
25	1.104690745651796	0.04547823145659008
26	1.101478662330432	0.05357906029349097
27	1.0542974434386967	0.0685693395999439
28	1.2220380171232472	0.08139203528768883
29	1.0678902032766129	0.10832243330106592
30	1.0856687993060588	0.12125218794111177
